0.000984,0.000754,-0.001369,0.215489,-0.143659,-10.664318,-20.562368,-1.053728,42.055897
-0.000081,0.001020,0.001028,0.193940,-0.131688,-10.716993,-20.562368,-1.053728,42.055897
-0.000081,0.001020,0.001028,0.193940,-0.131688,-10.716993,-20.562368,-1.053728,42.055897
0.000718,0.000221,-0.000037,0.205912,-0.179574,-10.645164,-19.315929,0.644858,43.632015
0.000718,0.000221,-0.000037,0.205912,-0.179574,-10.645164,-19.315929,0.644858,43.632015
0.001517,0.001020,0.000229,0.208306,-0.112533,-10.657135,-19.315929,0.644858,43.632015
0.001517,0.001020,0.000229,0.208306,-0.112533,-10.657135,-19.315929,0.644858,43.632015
0.000984,0.000487,0.000762,0.225066,-0.124505,-10.657135,-19.315929,0.644858,43.632015
0.000984,0.000487,0.000762,0.225066,-0.124505,-10.657135,-19.315929,0.644858,43.632015
0.002050,0.000221,-0.000037,0.208306,-0.189152,-10.659529,-19.315929,0.644858,43.632015
0.002050,0.000221,-0.000037,0.208306,-0.189152,-10.659529,-19.315929,0.644858,43.632015
0.000452,0.001020,-0.000570,0.217883,-0.138871,-10.626009,-19.315929,0.644858,43.632015
0.000452,0.001020,-0.000570,0.217883,-0.138871,-10.626009,-19.315929,0.644858,43.632015
-0.000614,0.000221,0.000495,0.210700,-0.165208,-10.681078,-19.315929,0.644858,43.632015
-0.000614,0.000221,0.000495,0.210700,-0.165208,-10.681078,-19.315929,0.644858,43.632015
0.000984,0.001020,0.001294,0.205912,-0.153237,-10.623614,-18.603678,0.267394,43.281765
0.000984,0.001020,0.001294,0.205912,-0.153237,-10.623614,-18.603678,0.267394,43.281765
0.001517,-0.000578,0.000229,0.172391,-0.150842,-10.664318,-18.603678,0.267394,43.281765
0.001517,-0.000578,0.000229,0.172391,-0.150842,-10.664318,-18.603678,0.267394,43.281765
0.000452,0.000487,0.001294,0.208306,-0.167603,-10.683473,-18.603678,0.267394,43.281765
0.000452,0.000487,0.001294,0.208306,-0.167603,-10.683473,-18.603678,0.267394,43.281765
0.001251,0.001819,0.001827,0.186757,-0.124505,-10.664318,-18.603678,0.267394,43.281765
0.001251,0.001819,0.001827,0.186757,-0.124505,-10.664318,-18.603678,0.267394,43.281765
0.000984,0.000487,-0.000304,0.215489,-0.158025,-10.676290,-18.603678,0.267394,43.281765
0.000984,0.000487,-0.000304,0.215489,-0.158025,-10.676290,-18.603678,0.267394,43.281765
0.000984,0.000221,-0.000037,0.205912,-0.203518,-10.647557,-18.603678,0.267394,43.281765
0.000984,0.000221,-0.000037,0.205912,-0.203518,-10.647557,-18.603678,0.267394,43.281765
0.002316,0.000754,-0.000037,0.217883,-0.167603,-10.705021,-19.850117,-2.563583,41.355404
0.002316,0.000754,-0.000037,0.217883,-0.167603,-10.705021,-19.850117,-2.563583,41.355404
0.002050,0.000221,0.000495,0.249010,-0.158025,-10.690656,-19.850117,-2.563583,41.355404
0.002050,0.000221,0.000495,0.249010,-0.158025,-10.690656,-19.850117,-2.563583,41.355404
0.000984,0.000487,0.000762,0.203518,-0.146054,-10.590094,-19.850117,-2.563583,41.355404
0.000984,0.000487,0.000762,0.203518,-0.146054,-10.590094,-19.850117,-2.563583,41.355404
0.000718,0.000754,0.000762,0.232249,-0.138871,-10.676290,-19.850117,-2.563583,41.355404
0.000718,0.000754,0.000762,0.232249,-0.138871,-10.676290,-19.850117,-2.563583,41.355404
0.000452,0.000221,0.000229,0.222672,-0.134082,-10.616431,-19.850117,-2.563583,41.355404
0.000452,0.000221,0.000229,0.222672,-0.134082,-10.616431,-19.850117,-2.563583,41.355404
0.001251,0.000221,0.000229,0.225066,-0.138871,-10.635586,-19.850117,-2.563583,41.355404
0.001251,0.000221,0.000229,0.225066,-0.138871,-10.635586,-19.850117,-2.563583,41.355404
0.001517,0.000754,0.000229,0.205912,-0.112533,-10.611643,-19.137865,0.833591,43.807140
0.001517,0.000754,0.000229,0.205912,-0.112533,-10.611643,-19.137865,0.833591,43.807140
0.000984,0.001286,-0.000836,0.215489,-0.172391,-10.726570,-19.137865,0.833591,43.807140
0.000984,0.001286,-0.000836,0.215489,-0.172391,-10.726570,-19.137865,0.833591,43.807140
0.000452,0.000487,0.000495,0.196335,-0.155631,-10.621220,-19.137865,0.833591,43.807140
0.000452,0.000487,0.000495,0.196335,-0.155631,-10.621220,-19.137865,0.833591,43.807140
0.001783,0.000487,0.001294,0.237038,-0.153237,-10.671501,-19.137865,0.833591,43.807140
0.001783,0.000487,0.001294,0.237038,-0.153237,-10.671501,-19.137865,0.833591,43.807140
0.002050,0.001819,0.000495,0.241827,-0.191546,-10.666712,-19.137865,0.833591,43.807140
0.002050,0.001819,0.000495,0.241827,-0.191546,-10.666712,-19.137865,0.833591,43.807140
0.000185,0.001020,-0.000570,0.198729,-0.134082,-10.673895,-19.137865,0.833591,43.807140
0.000185,0.001020,-0.000570,0.198729,-0.134082,-10.673895,-19.137865,0.833591,43.807140
0.000185,0.000754,0.000762,0.220278,-0.122111,-10.688261,-19.137865,0.833591,43.807140
0.000185,0.000754,0.000762,0.220278,-0.122111,-10.688261,-19.137865,0.833591,43.807140
0.000984,0.000487,0.000229,0.225066,-0.150842,-10.652347,-19.672054,-1.242461,42.581272
0.000984,0.000487,0.000229,0.225066,-0.150842,-10.652347,-19.672054,-1.242461,42.581272
0.001783,0.001286,-0.000037,0.220278,-0.162814,-10.657135,-19.672054,-1.242461,42.581272
0.001783,0.001286,-0.000037,0.220278,-0.162814,-10.657135,-19.672054,-1.242461,42.581272
0.003115,0.000221,-0.001635,0.198729,-0.167603,-10.614037,-19.672054,-1.242461,42.581272
