1.0	0.0	8656.0	-1.0	-248.0	-290.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.012156
1.0	0.0	8432.0	-1.0	-247.0	-289.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.043511
1.0	0.0	8572.0	-1.0	-246.0	-277.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.07543899999999999
1.0	0.0	8544.0	-1.0	-246.0	-283.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.107703
1.0	0.0	8620.0	-1.0	-246.0	-286.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.155447
1.0	0.0	8476.0	-1.0	-245.0	-279.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.18739799999999998
1.0	0.0	8592.0	0.0	-246.0	-274.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.21936899999999998
1.0	0.0	8552.0	-1.0	-246.0	-277.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.25132099999999996
1.0	0.0	8624.0	-1.0	-246.0	-273.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.283383
1.0	0.0	8492.0	-1.0	-244.0	-247.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.331287
1.0	0.0	8584.0	-1.0	-246.0	-266.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.36327699999999996
1.0	0.0	8552.0	-1.0	-247.0	-290.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.39521599999999996
1.0	0.0	8628.0	-1.0	-247.0	-301.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.42723999999999995
1.0	0.0	8480.0	-1.0	-246.0	-283.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.45921799999999996
1.0	0.0	8592.0	-1.0	-245.0	-271.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.507145
1.0	0.0	8564.0	-1.0	-245.0	-259.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.539135
1.0	0.0	8500.0	-1.0	-245.0	-261.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.5710649999999999
1.0	0.0	8308.0	-1.0	-246.0	-264.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.6030519999999999
1.0	0.0	8564.0	-1.0	-246.0	-263.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.635018
1.0	0.0	8552.0	-1.0	-245.0	-248.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.666968
1.0	0.0	8628.0	-1.0	-247.0	-259.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.714935
1.0	0.0	8460.0	-1.0	-246.0	-262.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.747085
1.0	0.0	8520.0	-1.0	-245.0	-272.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.778925
1.0	0.0	8544.0	-1.0	-245.0	-269.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.81155
1.0	0.0	8572.0	0.0	-241.0	-269.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.8588859999999999
1.0	0.0	8472.0	-1.0	-241.0	-263.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.890818
1.0	0.0	8596.0	-1.0	-246.0	-276.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.922858
1.0	0.0	8528.0	-1.0	-246.0	-274.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.954889
1.0	0.0	8548.0	-1.0	-246.0	-277.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	0.986687
1.0	0.0	8456.0	-1.0	-247.0	-283.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1.018893
1.0	0.0	8520.0	-1.0	-247.0	-296.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1.066746
1.0	0.0	8552.0	-1.0	-248.0	-296.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1.09884
1.0	0.0	8628.0	-1.0	-249.0	-306.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1.130767
1.0	0.0	8396.0	-1.0	-248.0	-306.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1.163071
1.0	0.0	8564.0	-1.0	-248.0	-306.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1.1946080000000001
1.0	0.0	8560.0	-1.0	-247.0	-289.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1.2265869999999999
1.0	0.0	8632.0	-1.0	-246.0	-304.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1.274521
1.0	0.0	8472.0	-1.0	-247.0	-296.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1.306487
1.0	0.0	8556.0	-1.0	-247.0	-307.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1.338496
1.0	0.0	8536.0	0.0	-249.0	-310.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1.370334
1.0	0.0	8616.0	-1.0	-247.0	-280.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1.402595
1.0	0.0	8476.0	-1.0	-246.0	-271.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1.450415
1.0	0.0	8568.0	-1.0	-248.0	-282.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1.48233
