Power=  148	FLYMODE 	 Yaw= 343.77	 Pitch= -0.15	 Roll= 0.07	 Error pitch= 0.15	 Error roll= 0.16	 Eng1= 1147	 Eng2= 1147	 Eng3= 1149	 Eng4= 1149	Delta T=4156
Power=  150	FLYMODE 	 Yaw= 343.74	 Pitch= 0.57	 Roll= -0.14	 Error pitch= -0.58	 Error roll= 0.04	 Eng1= 1155	 Eng2= 1155	 Eng3= 1145	 Eng4= 1145	Delta T=4132
Power=  156	FLYMODE 	 Yaw= 343.73	 Pitch= 1.29	 Roll= -0.33	 Error pitch= -1.31	 Error roll= 0.15	 Eng1= 1163	 Eng2= 1165	 Eng3= 1147	 Eng4= 1149	Delta T=4124
Power=  155	FLYMODE 	 Yaw= 346.36	 Pitch= 1.09	 Roll= -0.23	 Error pitch= -1.13	 Error roll= 0.22	 Eng1= 1160	 Eng2= 1162	 Eng3= 1148	 Eng4= 1150	Delta T=4160
Power=  153	FLYMODE 	 Yaw= 348.00	 Pitch= 0.93	 Roll= -0.12	 Error pitch= -0.93	 Error roll= 0.14	 Eng1= 1158	 Eng2= 1158	 Eng3= 1148	 Eng4= 1148	Delta T=4124
Power=  153	FLYMODE 	 Yaw= 345.88	 Pitch= -0.54	 Roll= 0.12	 Error pitch= 0.48	 Error roll= 0.02	 Eng1= 1148	 Eng2= 1148	 Eng3= 1158	 Eng4= 1158	Delta T=4196
Power=  153	FLYMODE 	 Yaw= 344.99	 Pitch= -1.21	 Roll= 0.43	 Error pitch= 1.18	 Error roll= -0.21	 Eng1= 1147	 Eng2= 1145	 Eng3= 1161	 Eng4= 1159	Delta T=4224
Power=  153	FLYMODE 	 Yaw= 344.75	 Pitch= -1.36	 Roll= 0.46	 Error pitch= 1.33	 Error roll= -0.34	 Eng1= 1147	 Eng2= 1143	 Eng3= 1163	 Eng4= 1159	Delta T=4188
Power=  153	FLYMODE 	 Yaw= 344.76	 Pitch= -1.38	 Roll= 0.49	 Error pitch= 1.35	 Error roll= -0.43	 Eng1= 1147	 Eng2= 1143	 Eng3= 1163	 Eng4= 1159	Delta T=4152
Power=  153	FLYMODE 	 Yaw= 344.59	 Pitch= 0.15	 Roll= -0.03	 Error pitch= -0.15	 Error roll= -0.38	 Eng1= 1158	 Eng2= 1154	 Eng3= 1152	 Eng4= 1148	Delta T=4136
Power=  153	FLYMODE 	 Yaw= 344.43	 Pitch= 1.06	 Roll= -0.37	 Error pitch= -1.08	 Error roll= -0.05	 Eng1= 1160	 Eng2= 1160	 Eng3= 1146	 Eng4= 1146	Delta T=4140
Power=  152	FLYMODE 	 Yaw= 344.20	 Pitch= 0.73	 Roll= -0.11	 Error pitch= -0.77	 Error roll= 0.09	 Eng1= 1156	 Eng2= 1156	 Eng3= 1148	 Eng4= 1148	Delta T=4168
Power=  152	FLYMODE 	 Yaw= 344.07	 Pitch= 0.50	 Roll= 0.02	 Error pitch= -0.54	 Error roll= 0.06	 Eng1= 1155	 Eng2= 1155	 Eng3= 1149	 Eng4= 1149	Delta T=4208
Power=  153	FLYMODE 	 Yaw= 343.62	 Pitch= 0.19	 Roll= -0.01	 Error pitch= -0.23	 Error roll= 0.04	 Eng1= 1154	 Eng2= 1154	 Eng3= 1152	 Eng4= 1152	Delta T=4168
Power=  153	FLYMODE 	 Yaw= 343.45	 Pitch= 0.08	 Roll= -0.03	 Error pitch= -0.11	 Error roll= -0.01	 Eng1= 1153	 Eng2= 1153	 Eng3= 1153	 Eng4= 1153	Delta T=4144
Power=  156	FLYMODE 	 Yaw= 341.07	 Pitch= 0.40	 Roll= -0.15	 Error pitch= -0.42	 Error roll= 0.06	 Eng1= 1158	 Eng2= 1158	 Eng3= 1154	 Eng4= 1154	Delta T=4136
Power=  156	FLYMODE 	 Yaw= 340.47	 Pitch= 0.54	 Roll= -0.09	 Error pitch= -0.56	 Error roll= 0.08	 Eng1= 1159	 Eng2= 1159	 Eng3= 1153	 Eng4= 1153	Delta T=4148
Power=  156	FLYMODE 	 Yaw= 345.64	 Pitch= 1.66	 Roll= -0.35	 Error pitch= -1.67	 Error roll= 0.16	 Eng1= 1166	 Eng2= 1168	 Eng3= 1144	 Eng4= 1146	Delta T=4144
Power=  157	FLYMODE 	 Yaw= 348.64	 Pitch= 2.26	 Roll= -0.25	 Error pitch= -2.29	 Error roll= 0.26	 Eng1= 1170	 Eng2= 1172	 Eng3= 1142	 Eng4= 1144	Delta T=4208
Power=  156	FLYMODE 	 Yaw= 344.14	 Pitch= 0.83	 Roll= -0.08	 Error pitch= -0.88	 Error roll= 0.22	 Eng1= 1158	 Eng2= 1160	 Eng3= 1152	 Eng4= 1154	Delta T=4212
Power=  156	FLYMODE 	 Yaw= 342.23	 Pitch= 0.25	 Roll= -0.14	 Error pitch= -0.29	 Error roll= 0.11	 Eng1= 1157	 Eng2= 1157	 Eng3= 1155	 Eng4= 1155	Delta T=4140
Power=  156	FLYMODE 	 Yaw= 342.26	 Pitch= -1.48	 Roll= 0.50	 Error pitch= 1.43	 Error roll= -0.10	 Eng1= 1146	 Eng2= 1146	 Eng3= 1166	 Eng4= 1166	Delta T=4144
Power=  153	FLYMODE 	 Yaw= 342.13	 Pitch= -2.05	 Roll= 0.58	 Error pitch= 2.02	 Error roll= -0.38	 Eng1= 1143	 Eng2= 1139	 Eng3= 1167	 Eng4= 1163	Delta T=4144
Power=  153	FLYMODE 	 Yaw= 343.13	 Pitch= 0.24	 Roll= -0.04	 Error pitch= -0.25	 Error roll= -0.26	 Eng1= 1157	 Eng2= 1155	 Eng3= 1151	 Eng4= 1149	Delta T=4144
Power=  153	FLYMODE 	 Yaw= 343.57	 Pitch= 0.82	 Roll= -0.05	 Error pitch= -0.84	 Error roll= -0.07	 Eng1= 1158	 Eng2= 1158	 Eng3= 1148	 Eng4= 1148	Delta T=4184
Power=  153	FLYMODE 	 Yaw= 344.00	 Pitch= 0.64	 Roll= -0.04	 Error pitch= -0.68	 Error roll= 0.03	 Eng1= 1156	 Eng2= 1156	 Eng3= 1150	 Eng4= 1150	Delta T=4208
Power=  153	FLYMODE 	 Yaw= 344.16	 Pitch= 0.55	 Roll= -0.04	 Error pitch= -0.58	 Error roll= 0.06	 Eng1= 1156	 Eng2= 1156	 Eng3= 1150	 Eng4= 1150	Delta T=4172
Power=  153	FLYMODE 	 Yaw= 344.04	 Pitch= -0.42	 Roll= 0.19	 Error pitch= 0.41	 Error roll= -0.03	 Eng1= 1150	 Eng2= 1150	 Eng3= 1156	 Eng4= 1156	Delta T=4120
Power=  153	FLYMODE 	 Yaw= 343.91	 Pitch= -0.74	 Roll= 0.20	 Error pitch= 0.71	 Error roll= -0.10	 Eng1= 1149	 Eng2= 1149	 Eng3= 1157	 Eng4= 1157	Delta T=4136
Power=  153	FLYMODE 	 Yaw= 343.54	 Pitch= -0.85	 Roll= 0.26	 Error pitch= 0.85	 Error roll= -0.18	 Eng1= 1149	 Eng2= 1147	 Eng3= 1159	 Eng4= 1157	Delta T=4136
Power=  153	FLYMODE 	 Yaw= 343.38	 Pitch= -0.88	 Roll= 0.24	 Error pitch= 0.85	 Error roll= -0.25	 Eng1= 1149	 Eng2= 1147	 Eng3= 1159	 Eng4= 1157	Delta T=4172
Power=  153	FLYMODE 	 Yaw= 343.52	 Pitch= -1.29	 Roll= 0.39	 Error pitch= 1.26	 Error roll= -0.32	 Eng1= 1148	 Eng2= 1144	 Eng3= 1162	 Eng4= 1158	Delta T=4204
Power=  153	FLYMODE 	 Yaw= 343.68	 Pitch= -1.17	 Roll= 0.41	 Error pitch= 1.17	 Error roll= -0.40	 Eng1= 1149	 Eng2= 1145	 Eng3= 1161	 Eng4= 1157	Delta T=4208
Power=  153	FLYMODE 	 Yaw= 344.11	 Pitch= 0.18	 Roll= 0.07	 Error pitch= -0.20	 Error roll= -0.29	 Eng1= 1156	 Eng2= 1154	 Eng3= 1152	 Eng4= 1150	Delta T=4152
Power=  153	FLYMODE 	 Yaw= 344.05	 Pitch= 0.43	 Roll= -0.09	 Error pitch= -0.45	 Error roll= -0.12	 Eng1= 1155	 Eng2= 1155	 Eng3= 1151	 Eng4= 1151	Delta T=4120
Power=  153	FLYMODE 	 Yaw= 343.27	 Pitch= -0.41	 Roll= -0.06	 Error pitch= 0.37	 Error roll= -0.08	 Eng1= 1150	 Eng2= 1150	 Eng3= 1156	 Eng4= 1156	Delta T=4132
Power=  153	FLYMODE 	 Yaw= 343.43	 Pitch= -0.56	 Roll= 0.20	 Error pitch= 0.54	 Error roll= -0.08	 Eng1= 1150	 Eng2= 1150	 Eng3= 1156	 Eng4= 1156	Delta T=4152
Power=  153	FLYMODE 	 Yaw= 344.01	 Pitch= -0.52	 Roll= 0.10	 Error pitch= 0.49	 Error roll= -0.14	 Eng1= 1151	 Eng2= 1151	 Eng3= 1155	 Eng4= 1155	Delta T=4200
Power=  154	FLYMODE 	 Yaw= 344.44	 Pitch= -0.38	 Roll= 0.18	 Error pitch= 0.37	 Error roll= -0.17	 Eng1= 1154	 Eng2= 1152	 Eng3= 1156	 Eng4= 1154	Delta T=4212
Power=  198	FLYMODE 	 Yaw= 345.35	 Pitch= 0.25	 Roll= -0.02	 Error pitch= -0.28	 Error roll= -0.15	 Eng1= 1200	 Eng2= 1200	 Eng3= 1196	 Eng4= 1196	Delta T=4148
Power=  243	FLYMODE 	 Yaw= 344.80	 Pitch= 0.46	 Roll= -0.12	 Error pitch= -0.49	 Error roll= -0.05	 Eng1= 1246	 Eng2= 1246	 Eng3= 1240	 Eng4= 1240	Delta T=4124
Power=  256	FLYMODE 	 Yaw= 343.15	 Pitch= 0.66	 Roll= -0.33	 Error pitch= -0.69	 Error roll= 0.07	 Eng1= 1260	 Eng2= 1260	 Eng3= 1252	 Eng4= 1252	Delta T=4128
Power=  256	FLYMODE 	 Yaw= 342.90	 Pitch= 0.72	 Roll= -0.32	 Error pitch= -0.75	 Error roll= 0.11	 Eng1= 1260	 Eng2= 1260	 Eng3= 1252	 Eng4= 1252	Delta T=4140
Power=  256	FLYMODE 	 Yaw= 343.58	 Pitch= -0.25	 Roll= 0.36	 Error pitch= 0.21	 Error roll= 0.03	 Eng1= 1254	 Eng2= 1254	 Eng3= 1258	 Eng4= 1258	Delta T=4180
Power=  255	FLYMODE 	 Yaw= 343.32	 Pitch= -0.59	 Roll= -0.12	 Error pitch= 0.57	 Error roll= -0.09	 Eng1= 1252	 Eng2= 1252	 Eng3= 1258	 Eng4= 1258	Delta T=4204
Power=  255	FLYMODE 	 Yaw= 347.14	 Pitch= -0.09	 Roll= -0.14	 Error pitch= 0.06	 Error roll= -0.00	 Eng1= 1255	 Eng2= 1255	 Eng3= 1255	 Eng4= 1255	Delta T=4160
Power=  255	FLYMODE 	 Yaw= 348.46	 Pitch= -0.08	 Roll= 0.47	 Error pitch= 0.03	 Error roll= -0.08	 Eng1= 1255	 Eng2= 1255	 Eng3= 1255	 Eng4= 1255	Delta T=4156
