10000200	0.29689612	0.97927837	-10.00109004	0.00060055	-0.00032758	-0.00023569	-14.39003849	29.32653427	26.18074607 
10013872	0.28253019	1.00082731	-10.10404586	-0.00099737	-0.00032758	-0.00023569	-14.39003849	29.32653427	26.18074607 
10027580	0.32083938	0.95772943	-10.10165214	0.00060055	0.00020506	-0.00023569	-14.39003849	29.32653427	26.18074607 
10041248	0.32083938	0.95772943	-10.10165214	0.00060055	0.00020506	-0.00023569	-14.39003849	29.32653427	26.18074607 
10054924	0.29210748	1.04153084	-10.11362361	-0.00099737	-0.00032758	0.00029695	-14.75434398	29.32653427	24.77506828 
10068652	0.27774155	1.00561594	-10.10644054	-0.00046473	0.00073770	0.00082959	-14.75434398	29.32653427	24.77506828 
10082356	0.27774155	1.00561594	-10.10644054	-0.00046473	0.00073770	0.00082959	-14.75434398	29.32653427	24.77506828 
10096064	0.24422101	0.98406705	-10.09446907	-0.00099737	0.00020506	-0.00023569	-14.75434398	29.32653427	24.77506828 
10109744	0.28013586	0.97927837	-10.06573677	-0.00046473	0.00020506	-0.00023569	-14.75434398	29.32653427	24.77506828 
10123464	0.28013586	0.97927837	-10.06573677	-0.00046473	0.00020506	-0.00023569	-14.75434398	29.32653427	24.77506828 
10137176	0.27534723	0.98167266	-10.11362361	0.00006791	-0.00086022	-0.00076833	-14.75434398	29.32653427	24.77506828 
10150892	0.27534723	1.01279890	-10.04418754	0.00006791	0.00073770	0.00029695	-14.75434398	29.32653427	24.77506828 
10164572	0.27534723	1.01279890	-10.04418754	0.00006791	0.00073770	0.00029695	-14.75434398	29.32653427	24.77506828 
10178244	0.24661533	0.97688407	-10.08728599	-0.00046473	-0.00032758	0.00136223	-15.11864852	28.96223068	24.77506828 
10191964	0.28731884	1.00082731	-10.12080669	-0.00046473	0.00020506	-0.00023569	-15.11864852	28.96223068	24.77506828 
10205660	0.25379829	1.01279890	-10.06813144	-0.00046473	0.00020506	0.00029695	-15.11864852	28.96223068	24.77506828 
10219344	0.25379829	1.01279890	-10.06813144	-0.00046473	0.00020506	0.00029695	-15.11864852	28.96223068	24.77506828 
10233044	0.27534723	1.00561594	-10.10165214	0.00006791	0.00020506	0.00029695	-15.11864852	28.96223068	24.77506828 
10246716	0.32802236	0.97927837	-10.05615997	-0.00099737	0.00073770	-0.00023569	-15.11864852	28.96223068	24.77506828 
